dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-10-13,2025-10-13 21:41:51,CUST000000284848,726508,1,2000000090924,1,INR,2473,0%,297,app,NEW10
2025-10-13,2025-10-13 21:41:51,CUST000000284848,726508,2,2000000471358,Two,INR,844,19%,165,app,NEW10
2025-10-13,2025-10-13 11:33:36,CUST000000050774,726509,1,2000000013329,1,INR,2267,0%,273,web,
2025-10-13,2025-10-13 11:33:36,CUST000000050774,726509,2,2000000418407,Two,INR,655,17%,131,web,
2025-10-13,2025-10-13 11:33:36,CUST000000050774,726509,3,2000000021058,1,INR,20872,0%,2505,web,
2025-10-13,2025-10-13 11:33:36,CUST000000050774,726509,4,2000000319223,1,INR,1183,0%,60,web,
2025-10-13,2025-10-13 11:33:36,CUST000000050774,726509,5,2000000478685,1,INR,904,17%,90,web,
2025-10-13,2025-10-13 09:46:48,CUST000000227840,726510,1,2000000086101,Two,AED,1533,5%,351,app,
2025-10-13,2025-10-13 04:57:06,CUST000000236835,726511,1,2000000482026,1,INR,13889,16%,1395,web,
2025-10-13,2025-10-13 20:20:39,CUST000000082315,726512,1,2000000466514,1,INR,46054,14%,4752,app,FEST20
2025-10-13,2025-10-13 02:32:43,CUST000000121507,726513,1,2000000296456,1,AUD,29,9%,4,web,
2025-10-13,2025-10-13 02:32:43,CUST000000121507,726513,2,2000000410326,Two,AUD,9,12%,2,web,
2025-10-13,2025-10-13 08:50:36,CUST000000144202,726514,1,2000000409221,Two,INR,773,5%,177,app,
2025-10-13,2025-10-13 08:50:36,CUST000000144202,726514,2,2000000364780,1,INR,29784,12%,4703,app,
2025-10-13,2025-10-13 11:16:53,CUST000000230168,726515,1,2000000011219,1,AED,3865,7%,432,app,
2025-10-13,2025-10-13 10:18:14,CUST000000121224,726516,1,2000000273655,1,AED,334,0%,41,app,
2025-10-13,2025-10-13 10:18:14,CUST000000121224,726516,2,2000000455167,Two,AED,2255,20%,652,app,
2025-10-13,2025-10-13 12:58:41,CUST000000263793,726517,1,2000000136127,1,INR,60482,0%,10856,web,
2025-10-13,2025-10-13 15:49:21,CUST000000207286,726518,1,2000000467283,1,INR,1774,2%,210,app,
2025-10-13,2025-10-13 19:05:50,CUST000000039912,726519,1,2000000070292,1,INR,7864,7%,1315,web,PRIME5
2025-10-13,2025-10-13 19:05:50,CUST000000039912,726519,2,2000000344911,1,INR,1103,7%,124,web,PRIME5
2025-10-13,2025-10-13 19:05:50,CUST000000039912,726519,3,2000000483511,1,INR,4684,0%,563,web,PRIME5
2025-10-13,2025-10-13 19:05:50,CUST000000039912,726519,4,2000000411705,1,INR,2774,10%,125,web,PRIME5
2025-10-13,2025-10-13 20:09:16,CUST000000084517,726520,1,2000000407890,3,GBP,11,14%,4,web,
2025-10-13,2025-10-13 02:46:59,CUST000000218163,726521,1,2000000227559,1,INR,47218,9%,2160,app,
2025-10-13,2025-10-13 02:46:59,CUST000000218163,726521,2,2000000427461,Two,INR,1009,19%,198,app,
2025-10-13,2025-10-13 08:10:30,CUST000000120823,726522,1,2000000138411,1,SGD,170,14%,18,app,
2025-10-13,2025-10-13 08:10:30,CUST000000120823,726522,2,2000000342061,1,SGD,286,12%,31,app,
2025-10-13,2025-10-13 02:38:41,CUST000000036573,726523,1,2000000179001,Two,SGD,49,15%,11,web,
2025-10-13,2025-10-13 05:46:54,CUST000000047260,726524,1,2000000129587,1,AED,657,0%,79,web,FEST20
2025-10-13,2025-10-13 09:20:54,CUST000000256066,726525,1,2000000211510,1,INR,1227,9%,202,app,NEW10
2025-10-13,2025-10-13 12:16:41,CUST000000221227,726526,1,2000000063928,1,AED,95,14%,5,app,SAVE50
2025-10-13,2025-10-13 12:16:41,CUST000000221227,726526,2,2000000463148,Two,AED,36,16%,4,app,SAVE50
