dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-09-13,2025-09-13 00:08:15,CUST000000237566,691772,1,2000000119762,3,USD,$422,8%,141,app,
2025-09-13,2025-09-13 12:04:58,CUST000000172829,691773,1,2000000302904,1,AED,3528,0%,177,web,
2025-09-13,2025-09-13 12:04:58,CUST000000172829,691773,2,2000000196053,1,AED,1737,14%,180,web,
2025-09-13,2025-09-13 07:54:13,CUST000000210250,691774,1,2000000165677,1,AED,122,3%,15,app,
2025-09-13,2025-09-13 14:21:53,CUST000000080425,691775,1,2000000206752,1,INR,6534,8%,724,app,
2025-09-13,2025-09-13 14:21:53,CUST000000080425,691775,2,2000000012001,1,INR,1336,0%,161,app,
2025-09-13,2025-09-13 14:21:53,CUST000000080425,691775,3,2000000270968,1,INR,4166,15%,427,app,
2025-09-13,2025-09-13 01:20:22,CUST000000049802,691776,1,2000000178400,1,AUD,42,5%,5,app,
2025-09-13,2025-09-13 18:05:43,CUST000000024289,691777,1,2000000392301,3,INR,1508,3%,527,app,
2025-09-13,2025-09-13 11:13:53,CUST000000243582,691778,1,2000000352022,Two,INR,924,11%,199,app,
2025-09-13,2025-09-13 11:13:53,CUST000000243582,691778,2,2000000471402,1,INR,5814,8%,641,app,
2025-09-13,2025-09-13 20:03:52,CUST000000167132,691779,1,2000000218533,1,INR,1473,9%,68,app,
2025-09-13,2025-09-13 23:37:30,CUST000000027823,691780,1,2000000088556,Two,CAD,7,11%,2,app,PRIME5
2025-09-13,2025-09-13 05:06:40,CUST000000187554,691781,1,2000000095134,1,INR,26050,0%,3127,app,
2025-09-13,2025-09-13 01:01:28,CUST000000151282,691782,1,2000000362342,1,GBP,111,0%,6,app,
2025-09-13,2025-09-13 01:01:28,CUST000000151282,691782,2,2000000045825,1,GBP,37,5%,5,app,
2025-09-13,2025-09-13 01:01:28,CUST000000151282,691782,3,2000000055497,1,GBP,10,12%,2,app,
2025-09-13,2025-09-13 08:33:55,CUST000000111413,691783,1,2000000355696,1,SGD,170,9%,28,web,
2025-09-13,2025-09-13 10:48:04,CUST000000225188,691784,1,2000000421971,Two,AED,128,0%,31,app,NEW10
2025-09-13,2025-09-13 06:18:30,CUST000000226156,691785,1,2000000230733,1,INR,2199,6%,373,app,
2025-09-13,2025-09-13 04:39:36,CUST000000248026,691786,1,2000000483825,1,INR,3725,13%,388,web,
2025-09-13,2025-09-13 04:39:36,CUST000000248026,691786,2,2000000111636,1,INR,8607,5%,980,web,
2025-09-13,2025-09-13 14:34:03,CUST000000269991,691787,1,2000000130798,1,INR,9014,7%,1006,app,
2025-09-13,2025-09-13 14:34:03,CUST000000269991,691787,2,2000000418506,Two,INR,1905,0%,191,app,
2025-09-13,2025-09-13 20:39:48,CUST000000190097,691788,1,2000000059471,Two,INR,3673,0%,882,web,
2025-09-13,2025-09-13 20:39:48,CUST000000190097,691788,2,2000000267081,1,INR,5860,6%,662,web,
2025-09-13,2025-09-13 03:47:56,CUST000000173943,691789,1,2000000159959,1,USD,$336,12%,36,app,
2025-09-13,2025-09-13 07:12:12,CUST000000196682,691790,1,2000000329741,1,INR,539,18%,22,web,
2025-09-13,2025-09-13 12:52:34,CUST000000042662,691791,1,2000000317014,1,INR,8047,10%,1310,web,
2025-09-13,2025-09-13 12:49:03,CUST000000290920,691792,1,2000000044545,3,SGD,1061,16%,322,app,
2025-09-13,2025-09-13 06:54:06,CUST000000210550,691793,1,2000000044309,1,AUD,56,20%,3,web,
2025-09-13,2025-09-13 09:51:12,CUST000000294238,691794,1,2000000022994,1,GBP,46,19%,7,app,
2025-09-13,2025-09-13 09:51:12,CUST000000294238,691794,2,2000000369426,1,GBP,40,13%,2,app,
2025-09-13,2025-09-13 09:51:12,CUST000000294238,691794,3,2000000096797,1,GBP,120,11%,20,app,
2025-09-13,2025-09-13 00:03:34,CUST000000296110,691795,1,2000000142845,1,GBP,4,9%,1,app,
2025-09-13,2025-09-13 00:03:34,CUST000000296110,691795,2,2000000260082,1,GBP,27,27%,3,app,
2025-09-13,2025-09-13 00:03:34,CUST000000296110,691795,3,2000000253749,1,GBP,7,7%,2,app,
2025-09-13,2025-09-13 00:03:34,CUST000000296110,691795,4,2000000127361,1,GBP,23,6%,2,app,
2025-09-13,2025-09-13 07:23:51,CUST000000025657,691796,1,2000000148274,Two,USD,$12,17%,4,app,FEST20
2025-09-13,2025-09-13 14:18:20,CUST000000186495,691797,1,2000000192482,1,AED,18,17%,2,app,PRIME5
2025-09-13,2025-09-13 03:39:01,CUST000000066465,691798,1,2000000296401,1,INR,1329,11%,60,app,SAVE50
2025-09-13,2025-09-13 13:07:56,CUST000000255204,691799,1,2000000156033,1,CAD,64,11%,11,web,
2025-09-13,2025-09-13 13:07:56,CUST000000255204,691799,2,2000000244242,Two,CAD,10,6%,3,web,
2025-09-13,2025-09-13 07:58:19,CUST000000192137,691800,1,2000000496412,1,INR,2235,15%,228,app,
2025-09-13,2025-09-13 07:58:19,CUST000000192137,691800,2,2000000413662,1,INR,28934,0%,1447,app,
2025-09-13,2025-09-13 07:58:19,CUST000000192137,691800,3,2000000496108,1,INR,1121,22%,106,app,
2025-09-13,2025-09-13 11:12:30,CUST000000079185,691801,1,2000000234090,1,INR,1111,24%,153,app,
2025-09-13,2025-09-13 02:55:48,CUST000000119573,691802,1,2000000117447,1,USD,$42,10%,7,app,
2025-09-13,2025-09-13 12:57:21,CUST000000265416,691803,1,2000000249100,1,USD,$84,18%,4,app,FEST20
2025-09-13,2025-09-13 12:57:21,CUST000000265416,691803,2,2000000485737,1,USD,$16,2%,2,app,FEST20
2025-09-13,2025-09-13 12:57:21,CUST000000265416,691803,3,2000000137056,1,USD,$159,15%,17,app,FEST20
2025-09-13,2025-09-13 17:39:24,CUST000000281131,691804,1,2000000041872,1,INR,72074,13%,11288,web,
2025-09-13,2025-09-13 17:39:24,CUST000000281131,691804,2,2000000063171,1,INR,1329,17%,133,web,
2025-09-13,2025-09-13 17:06:55,CUST000000269312,691805,1,2000000431635,1,INR,1017,7%,114,web,
2025-09-13,2025-09-13 16:40:31,CUST000000082580,691806,1,2000000471518,1,INR,13042,16%,547,app,
2025-09-13,2025-09-13 02:42:07,CUST000000018002,691807,1,2000000059181,1,INR,1901,12%,84,app,
2025-09-13,2025-09-13 18:55:12,CUST000000039281,691808,1,2000000271811,Two,AUD,426,0%,103,web,
2025-09-13,2025-09-13 13:37:17,CUST000000223509,691809,1,2000000414577,1,SGD,26,9%,5,app,
