dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-17,2025-08-17 15:55:17,CUST000000254467,660907,1,2000000076201,1,SGD,924,9%,102,app,
2025-08-17,2025-08-17 08:37:43,CUST000000085666,660908,1,2000000192468,1,INR,2629,10%,285,web,
2025-08-17,2025-08-17 08:37:43,CUST000000085666,660908,2,2000000219202,3,INR,14321,19%,4199,web,
2025-08-17,2025-08-17 08:37:43,CUST000000085666,660908,3,2000000248547,Two,INR,522,0%,53,web,
2025-08-17,2025-08-17 08:37:43,CUST000000085666,660908,4,2000000070605,Two,INR,3310,9%,303,web,
2025-08-17,2025-08-17 10:33:23,CUST000000144381,660909,1,2000000343730,1,INR,202,10%,22,web,
2025-08-17,2025-08-17 03:19:30,CUST000000207009,660910,1,2000000352008,1,AED,417,3%,73,web,
2025-08-17,2025-08-17 03:19:30,CUST000000207009,660910,2,2000000220864,1,AED,35,14%,4,web,
2025-08-17,2025-08-17 12:57:33,CUST000000145370,660911,1,2000000153018,1,SGD,183,17%,19,web,PRIME5
2025-08-17,2025-08-17 12:57:33,CUST000000145370,660911,2,2000000261782,1,SGD,632,12%,67,web,PRIME5
2025-08-17,2025-08-17 23:55:00,CUST000000195442,660912,1,2000000407081,Two,INR,3748,0%,896,app,
2025-08-17,2025-08-17 04:33:55,CUST000000090793,660913,1,2000000321714,Two,USD,$16,15%,4,web,
2025-08-17,2025-08-17 16:22:15,CUST000000224172,660914,1,2000000241913,1,AED,82,6%,4,web,FEST20
2025-08-17,2025-08-17 23:47:51,CUST000000296518,660915,1,2000000013091,1,AUD,149,1%,18,web,
2025-08-17,2025-08-17 23:47:51,CUST000000296518,660915,2,2000000401614,1,AUD,26,1%,4,web,
2025-08-17,2025-08-17 04:01:55,CUST000000158776,660916,1,2000000327365,1,INR,2510,0%,302,web,
2025-08-17,2025-08-17 04:01:55,CUST000000158776,660916,2,2000000399447,1,INR,3429,13%,540,web,
2025-08-17,2025-08-17 04:01:55,CUST000000158776,660916,3,2000000031507,1,INR,13665,14%,588,web,
2025-08-17,2025-08-17 04:01:55,CUST000000158776,660916,4,2000000167121,1,INR,1645,0%,297,web,
2025-08-17,2025-08-17 04:01:55,CUST000000158776,660916,5,2000000444000,1,INR,40741,12%,6434,web,
2025-08-17,2025-08-17 19:13:42,CUST000000288159,660917,1,2000000190136,1,GBP,18,22%,2,app,NEW10
2025-08-17,2025-08-17 07:15:01,CUST000000155773,660918,1,2000000245706,1,GBP,25,0%,4,app,
2025-08-17,2025-08-17 07:15:01,CUST000000155773,660918,2,2000000369662,1,GBP,17,17%,2,app,
2025-08-17,2025-08-17 03:09:14,CUST000000106120,660919,1,2000000102849,Two,INR,10774,20%,2068,web,
2025-08-17,2025-08-17 03:09:14,CUST000000106120,660919,2,2000000247328,1,INR,6150,15%,626,web,
2025-08-17,2025-08-17 07:15:50,CUST000000065829,660920,1,2000000429571,1,INR,1120,10%,121,app,
2025-08-17,2025-08-17 18:00:40,CUST000000133399,660921,1,2000000153308,Two,INR,51228,12%,10849,app,PRIME5
2025-08-17,2025-08-17 18:00:40,CUST000000133399,660921,2,2000000144436,Two,INR,2909,0%,699,app,PRIME5
2025-08-17,2025-08-17 18:00:40,CUST000000133399,660921,3,2000000252179,Two,INR,783,26%,139,app,PRIME5
2025-08-17,2025-08-17 14:37:26,CUST000000170535,660922,1,2000000205144,Two,INR,34120,4%,3270,app,
2025-08-17,2025-08-17 09:18:24,CUST000000030663,660923,1,2000000468167,3,GBP,37,20%,17,app,SAVE50
2025-08-17,2025-08-17 09:18:24,CUST000000030663,660923,2,2000000234731,Two,GBP,28,17%,6,app,SAVE50
2025-08-17,2025-08-17 16:34:30,CUST000000001729,660924,1,2000000141183,1,INR,1417,10%,65,web,
2025-08-17,2025-08-17 16:34:30,CUST000000001729,660924,2,2000000345147,1,INR,1176,11%,189,web,
2025-08-17,2025-08-17 14:27:53,CUST000000141001,660925,1,2000000049571,1,GBP,31,17%,5,web,
2025-08-17,2025-08-17 14:27:53,CUST000000141001,660925,2,2000000160375,Two,GBP,52,13%,17,web,
2025-08-17,2025-08-17 06:42:26,CUST000000086558,660926,1,2000000316581,Two,SGD,879,15%,271,web,
2025-08-17,2025-08-17 06:42:26,CUST000000086558,660926,2,2000000471778,Two,SGD,52,4%,13,web,
2025-08-17,2025-08-17 21:00:54,CUST000000091288,660927,1,2000000337517,1,CAD,3,0%,1,app,
2025-08-17,2025-08-17 21:00:54,CUST000000091288,660927,2,2000000349015,1,CAD,800,12%,127,app,
2025-08-17,2025-08-17 11:02:37,CUST000000049793,660928,1,2000000260013,1,USD,$42,14%,2,app,NEW10
2025-08-17,2025-08-17 11:02:37,CUST000000049793,660928,2,2000000466712,Two,USD,$15,1%,2,app,NEW10
2025-08-17,2025-08-17 11:02:37,CUST000000049793,660928,3,2000000440132,1,USD,$6,8%,2,app,NEW10
2025-08-17,2025-08-17 11:02:37,CUST000000049793,660928,4,2000000352466,1,USD,$414,13%,65,app,NEW10
2025-08-17,2025-08-17 18:24:34,CUST000000194806,660929,1,2000000497242,1,INR,1502,0%,181,web,
2025-08-17,2025-08-17 14:28:11,CUST000000128787,660930,1,2000000264394,1,AUD,17,22%,2,app,
2025-08-17,2025-08-17 03:47:32,CUST000000256827,660931,1,2000000451435,1,AED,125,0%,16,app,
2025-08-17,2025-08-17 14:41:55,CUST000000113484,660932,1,2000000260174,1,USD,$99,5%,12,app,NEW10
2025-08-17,2025-08-17 17:46:29,CUST000000275844,660933,1,2000000159041,1,INR,3340,10%,152,web,
