dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-09-05,2025-09-05 14:28:15,CUST000000276847,683470,1,2000000118376,Two,INR,2798,0%,672,web,PRIME5
2025-09-05,2025-09-05 19:35:39,CUST000000197334,683471,1,2000000332406,1,AUD,13,3%,3,web,
2025-09-05,2025-09-05 19:35:39,CUST000000197334,683471,2,2000000287867,1,AUD,82,0%,10,web,
2025-09-05,2025-09-05 19:35:39,CUST000000197334,683471,3,2000000134154,1,AUD,45,0%,6,web,
2025-09-05,2025-09-05 15:32:49,CUST000000205149,683472,1,2000000088167,1,INR,4531,17%,678,web,
2025-09-05,2025-09-05 10:12:59,CUST000000157927,683473,1,2000000049816,1,INR,37988,0%,4559,app,
2025-09-05,2025-09-05 10:12:59,CUST000000157927,683473,2,2000000019703,3,INR,4290,10%,2075,app,
2025-09-05,2025-09-05 20:03:34,CUST000000060229,683474,1,2000000204277,1,GBP,101,13%,5,app,
2025-09-05,2025-09-05 20:03:34,CUST000000060229,683474,2,2000000245218,Two,GBP,19,6%,5,app,
2025-09-05,2025-09-05 06:53:25,CUST000000074715,683475,1,2000000367248,1,USD,$18,7%,3,app,PRIME5
2025-09-05,2025-09-05 06:53:25,CUST000000074715,683475,2,2000000401874,1,USD,$22,11%,3,app,PRIME5
2025-09-05,2025-09-05 23:16:26,CUST000000028413,683476,1,2000000431116,1,GBP,9,10%,2,web,
2025-09-05,2025-09-05 23:24:32,CUST000000065987,683477,1,2000000499444,1,INR,3324,3%,387,app,FEST20
2025-09-05,2025-09-05 23:24:32,CUST000000065987,683477,2,2000000368832,1,INR,17658,11%,1876,app,FEST20
2025-09-05,2025-09-05 05:42:02,CUST000000171249,683478,1,2000000045795,Two,INR,1904,0%,458,web,
2025-09-05,2025-09-05 05:42:02,CUST000000171249,683478,2,2000000411125,1,INR,4605,9%,502,web,
2025-09-05,2025-09-05 22:43:58,CUST000000243757,683479,1,2000000312743,1,INR,867,12%,92,app,FEST20
2025-09-05,2025-09-05 00:01:58,CUST000000161323,683480,1,2000000180526,1,INR,3980,9%,653,app,PRIME5
2025-09-05,2025-09-05 02:05:43,CUST000000241304,683481,1,2000000174723,1,AED,362,7%,41,app,
2025-09-05,2025-09-05 20:22:23,CUST000000213564,683482,1,2000000173757,1,INR,2223,0%,111,app,
2025-09-05,2025-09-05 20:22:23,CUST000000213564,683482,2,2000000491929,1,INR,16122,19%,1571,app,
2025-09-05,2025-09-05 01:54:59,CUST000000296779,683483,1,2000000119038,1,AED,173,5%,20,app,SAVE50
2025-09-05,2025-09-05 01:54:59,CUST000000296779,683483,2,2000000178004,Two,AED,198,0%,20,app,SAVE50
2025-09-05,2025-09-05 01:54:59,CUST000000296779,683483,3,2000000415994,1,AED,75,2%,4,app,SAVE50
2025-09-05,2025-09-05 01:54:59,CUST000000296779,683483,4,2000000263342,3,AED,25,14%,12,app,SAVE50
2025-09-05,2025-09-05 23:40:06,CUST000000152513,683484,1,2000000253343,1,INR,1556,17%,156,web,
2025-09-05,2025-09-05 01:26:16,CUST000000057291,683485,1,2000000467863,1,GBP,537,0%,97,web,FEST20
2025-09-05,2025-09-05 09:59:36,CUST000000099242,683486,1,2000000492476,Two,GBP,9,7%,4,app,
2025-09-05,2025-09-05 19:42:13,CUST000000156925,683487,1,2000000242439,1,INR,5484,20%,526,app,
2025-09-05,2025-09-05 04:58:50,CUST000000055724,683488,1,2000000276182,Two,AED,1599,15%,136,web,NEW10
2025-09-05,2025-09-05 04:58:50,CUST000000055724,683488,2,2000000135397,1,AED,60,0%,8,web,NEW10
2025-09-05,2025-09-05 04:58:50,CUST000000055724,683488,3,2000000193311,1,AED,2707,17%,269,web,NEW10
2025-09-05,2025-09-05 13:54:08,CUST000000216316,683489,1,2000000064475,1,INR,5772,18%,239,app,NEW10
2025-09-05,2025-09-05 06:10:49,CUST000000220764,683490,1,2000000056494,Two,INR,4045,8%,899,web,SAVE50
2025-09-05,2025-09-05 06:10:49,CUST000000220764,683490,2,2000000399126,1,INR,3804,12%,168,web,SAVE50
