dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-10-31,2025-10-31 15:37:57,CUST000000286150,747310,1,2000000000763,1,INR,99914,4%,11483,web,PRIME5
2025-10-31,2025-10-31 23:28:07,CUST000000240396,747311,1,2000000467221,1,GBP,418,3%,74,web,
2025-10-31,2025-10-31 00:13:47,CUST000000183503,747312,1,2000000268811,1,INR,232,0%,28,app,FEST20
2025-10-31,2025-10-31 12:10:55,CUST000000048779,747313,1,2000000229904,1,USD,$33,9%,4,app,FEST20
2025-10-31,2025-10-31 12:10:55,CUST000000048779,747313,2,2000000254166,1,USD,$55,0%,7,app,FEST20
2025-10-31,2025-10-31 12:10:55,CUST000000048779,747313,3,2000000261621,Two,USD,$102,1%,25,app,FEST20
2025-10-31,2025-10-31 12:10:55,CUST000000048779,747313,4,2000000267029,1,USD,$37,14%,2,app,FEST20
2025-10-31,2025-10-31 02:14:19,CUST000000071403,747314,1,2000000147123,1,CAD,151,3%,8,app,
2025-10-31,2025-10-31 02:14:19,CUST000000071403,747314,2,2000000268804,1,CAD,132,10%,15,app,
2025-10-31,2025-10-31 02:14:19,CUST000000071403,747314,3,2000000133577,1,CAD,68,4%,8,app,
2025-10-31,2025-10-31 09:52:28,CUST000000076501,747315,1,2000000270692,4,INR,500,12%,88,web,
2025-10-31,2025-10-31 08:22:32,CUST000000220555,747316,1,2000000264899,1,INR,3103,1%,368,app,
2025-10-31,2025-10-31 01:54:01,CUST000000296637,747317,1,2000000355290,1,INR,4621,7%,215,web,
2025-10-31,2025-10-31 18:41:05,CUST000000243119,747318,1,2000000234991,1,INR,3130,8%,144,app,
2025-10-31,2025-10-31 18:41:05,CUST000000243119,747318,2,2000000074139,1,INR,57442,13%,6018,app,
2025-10-31,2025-10-31 18:41:05,CUST000000243119,747318,3,2000000050300,1,INR,4388,0%,527,app,
2025-10-31,2025-10-31 13:52:32,CUST000000272527,747319,1,2000000286648,1,AUD,59,9%,3,web,PRIME5
2025-10-31,2025-10-31 13:52:32,CUST000000272527,747319,2,2000000426808,1,AUD,79,5%,4,web,PRIME5
