dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-11,2025-08-11 04:13:06,CUST000000062874,655048,1,2000000085647,1,USD,$406,9%,19,app,
2025-08-11,2025-08-11 12:20:14,CUST000000198507,655049,1,2000000189161,1,INR,92400,3%,4460,web,
2025-08-11,2025-08-11 10:00:25,CUST000000271509,655050,1,2000000457611,1,INR,28547,3%,1389,web,
2025-08-11,2025-08-11 10:00:25,CUST000000271509,655050,2,2000000391359,1,INR,945,14%,41,web,
2025-08-11,2025-08-11 05:37:19,CUST000000241771,655051,1,2000000334240,1,AED,199,0%,10,app,PRIME5
2025-08-11,2025-08-11 05:37:19,CUST000000241771,655051,2,2000000467023,1,AED,38,11%,2,app,PRIME5
2025-08-11,2025-08-11 05:37:19,CUST000000241771,655051,3,2000000275710,1,AED,77,0%,10,app,PRIME5
2025-08-11,2025-08-11 01:15:09,CUST000000054160,655052,1,2000000117744,1,GBP,78,36%,10,app,SAVE50
2025-08-11,2025-08-11 03:05:33,CUST000000133762,655053,1,2000000124735,1,INR,24824,7%,4136,web,
2025-08-11,2025-08-11 03:05:33,CUST000000133762,655053,2,2000000180755,1,INR,4453,8%,493,web,
2025-08-11,2025-08-11 15:54:57,CUST000000145583,655054,1,2000000264400,1,INR,51639,16%,5227,app,PRIME5
2025-08-11,2025-08-11 15:54:57,CUST000000145583,655054,2,2000000461571,1,INR,101526,11%,10811,app,PRIME5
2025-08-11,2025-08-11 15:54:57,CUST000000145583,655054,3,2000000090726,1,INR,3211,12%,340,app,PRIME5
2025-08-11,2025-08-11 12:37:35,CUST000000197313,655055,1,2000000318417,1,GBP,28,7%,2,app,FEST20
2025-08-11,2025-08-11 21:57:59,CUST000000298234,655056,1,2000000280493,1,INR,2613,1%,310,app,NEW10
2025-08-11,2025-08-11 21:57:59,CUST000000298234,655056,2,2000000145136,1,INR,2426,10%,262,app,NEW10
2025-08-11,2025-08-11 21:57:59,CUST000000298234,655056,3,2000000315546,4,INR,2073,0%,1493,app,NEW10
