dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-10-30,2025-10-30 05:57:29,CUST000000277151,745892,1,2000000097466,Two,GBP,3,16%,1,app,
2025-10-30,2025-10-30 10:57:13,CUST000000000569,745893,1,2000000097411,1,INR,985,10%,107,app,
2025-10-30,2025-10-30 07:03:43,CUST000000177310,745894,1,2000000188270,1,INR,3142,6%,354,app,FEST20
2025-10-30,2025-10-30 07:03:43,CUST000000177310,745894,2,2000000459677,Two,INR,1596,5%,544,app,FEST20
2025-10-30,2025-10-30 19:08:21,CUST000000014787,745895,1,2000000498492,1,INR,646,6%,73,web,
2025-10-30,2025-10-30 19:08:21,CUST000000014787,745895,2,2000000251622,1,INR,2104,20%,203,web,
2025-10-30,2025-10-30 19:08:21,CUST000000014787,745895,3,2000000195636,1,INR,1218,6%,137,web,
2025-10-30,2025-10-30 19:08:21,CUST000000014787,745895,4,2000000384290,1,INR,6000,12%,265,web,
2025-10-30,2025-10-30 01:56:24,CUST000000183050,745896,1,2000000168364,1,INR,1487,12%,157,app,
2025-10-30,2025-10-30 01:56:24,CUST000000183050,745896,2,2000000101590,3,INR,1188,13%,156,app,
2025-10-30,2025-10-30 01:04:11,CUST000000289732,745897,1,2000000133591,Two,INR,41863,6%,14240,web,PRIME5
2025-10-30,2025-10-30 03:13:54,CUST000000041557,745898,1,2000000041919,Two,AED,69,0%,7,web,PRIME5
2025-10-30,2025-10-30 03:13:54,CUST000000041557,745898,2,2000000478180,1,AED,16,0%,2,web,PRIME5
2025-10-30,2025-10-30 11:15:27,CUST000000126430,745899,1,2000000396941,1,USD,$68,9%,12,app,
2025-10-30,2025-10-30 07:02:55,CUST000000048703,745900,1,2000000233574,1,USD,$11,1%,2,web,
2025-10-30,2025-10-30 19:23:11,CUST000000204956,745901,1,2000000158303,1,INR,23777,14%,2449,app,
2025-10-30,2025-10-30 19:23:11,CUST000000204956,745901,2,2000000354743,1,INR,5148,10%,233,app,
