dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-09-24,2025-09-24 02:05:32,CUST000000188169,705113,1,2000000449456,1,INR,1456,0%,263,app,
2025-09-24,2025-09-24 16:26:25,CUST000000171242,705114,1,2000000431611,1,CAD,52,10%,3,app,
2025-09-24,2025-09-24 16:26:25,CUST000000171242,705114,2,2000000003764,1,CAD,140,15%,15,app,
2025-09-24,2025-09-24 03:05:28,CUST000000273425,705115,1,2000000405483,1,SGD,21,27%,3,web,NEW10
2025-09-24,2025-09-24 03:05:28,CUST000000273425,705115,2,2000000079028,1,SGD,151,9%,17,web,NEW10
2025-09-24,2025-09-24 03:05:28,CUST000000273425,705115,3,2000000220895,1,SGD,94,17%,10,web,NEW10
2025-09-24,2025-09-24 03:05:28,CUST000000273425,705115,4,2000000444840,1,SGD,57,22%,9,web,NEW10
2025-09-24,2025-09-24 01:23:05,CUST000000134767,705116,1,2000000187716,Two,INR,4708,4%,451,web,
2025-09-24,2025-09-24 01:23:05,CUST000000134767,705116,2,2000000106472,1,INR,4302,11%,687,web,
2025-09-24,2025-09-24 08:01:38,CUST000000017106,705117,1,2000000177526,1,INR,36072,12%,1596,web,
2025-09-24,2025-09-24 23:52:04,CUST000000046917,705118,1,2000000097633,1,AED,118,20%,12,web,
2025-09-24,2025-09-24 23:52:04,CUST000000046917,705118,2,2000000031002,1,AED,394,12%,42,web,
2025-09-24,2025-09-24 23:52:04,CUST000000046917,705118,3,2000000349398,1,AED,166,10%,18,web,
2025-09-24,2025-09-24 08:38:24,CUST000000064126,705119,1,2000000431192,1,INR,4880,0%,245,web,PRIME5
2025-09-24,2025-09-24 02:25:38,CUST000000139874,705120,1,2000000144047,1,INR,10457,5%,1197,app,
2025-09-24,2025-09-24 02:25:38,CUST000000139874,705120,2,2000000262789,1,INR,673,8%,75,app,
2025-09-24,2025-09-24 23:06:17,CUST000000185087,705121,1,2000000470993,4,INR,1272,11%,541,app,
2025-09-24,2025-09-24 23:06:17,CUST000000185087,705121,2,2000000080529,1,INR,1128,16%,115,app,
2025-09-24,2025-09-24 23:06:17,CUST000000185087,705121,3,2000000409474,1,INR,19645,8%,2161,app,
2025-09-24,2025-09-24 23:06:17,CUST000000185087,705121,4,2000000085203,Two,INR,17191,9%,3746,app,
2025-09-24,2025-09-24 23:06:17,CUST000000185087,705121,5,2000000156828,Two,INR,455,5%,44,app,
2025-09-24,2025-09-24 06:43:01,CUST000000228251,705122,1,2000000307374,1,INR,15127,10%,681,app,
2025-09-24,2025-09-24 06:43:01,CUST000000228251,705122,2,2000000142647,1,INR,8929,0%,1072,app,
2025-09-24,2025-09-24 19:39:18,CUST000000057332,705123,1,2000000316390,Two,GBP,26,0%,7,app,FEST20
2025-09-24,2025-09-24 07:41:54,CUST000000023560,705124,1,2000000442709,3,INR,13820,13%,6495,app,FEST20
2025-09-24,2025-09-24 14:40:19,CUST000000010688,705125,1,2000000497310,1,CAD,674,9%,74,app,PRIME5
2025-09-24,2025-09-24 02:31:43,CUST000000282777,705126,1,2000000205069,1,INR,719,5%,82,web,FEST20
2025-09-24,2025-09-24 02:31:43,CUST000000282777,705126,2,2000000190112,1,INR,907,6%,103,web,FEST20
2025-09-24,2025-09-24 02:31:43,CUST000000282777,705126,3,2000000373119,1,INR,1791,12%,79,web,FEST20
2025-09-24,2025-09-24 02:31:43,CUST000000282777,705126,4,2000000272276,1,INR,261,13%,12,web,FEST20
2025-09-24,2025-09-24 20:28:24,CUST000000041304,705127,1,2000000450032,Two,INR,884,16%,75,app,
2025-09-24,2025-09-24 20:28:24,CUST000000041304,705127,2,2000000174426,1,INR,3403,5%,162,app,
2025-09-24,2025-09-24 23:29:04,CUST000000187604,705128,1,2000000490625,1,GBP,184,0%,23,web,
2025-09-24,2025-09-24 14:18:50,CUST000000195404,705129,1,2000000467207,1,SGD,199,11%,22,app,
2025-09-24,2025-09-24 00:27:52,CUST000000007267,705130,1,2000000234342,1,SGD,1087,6%,123,app,SAVE50
2025-09-24,2025-09-24 12:40:23,CUST000000143239,705131,1,2000000374888,3,USD,$92,13%,44,web,PRIME5
2025-09-24,2025-09-24 12:40:23,CUST000000143239,705131,2,2000000386034,1,USD,$39,9%,5,web,PRIME5
2025-09-24,2025-09-24 12:40:23,CUST000000143239,705131,3,2000000047331,1,USD,$179,19%,27,web,PRIME5
2025-09-24,2025-09-24 05:42:58,CUST000000222380,705132,1,2000000438788,Two,USD,$37,14%,8,app,
2025-09-24,2025-09-24 19:36:13,CUST000000095147,705133,1,2000000067018,1,INR,102069,19%,14944,app,
2025-09-24,2025-09-24 09:17:59,CUST000000284917,705134,1,2000000021515,1,INR,23157,0%,1158,app,
2025-09-24,2025-09-24 09:17:59,CUST000000284917,705134,2,2000000225142,1,INR,8789,2%,433,app,
2025-09-24,2025-09-24 09:17:59,CUST000000284917,705134,3,2000000432533,1,INR,1515,18%,223,app,
