dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-15,2025-08-15 09:52:57,CUST000000149851,658924,1,2000000434544,1,USD,$864,0%,44,app,
2025-08-15,2025-08-15 09:52:57,CUST000000149851,658924,2,2000000110912,1,USD,$62,19%,10,app,
2025-08-15,2025-08-15 19:26:32,CUST000000171370,658925,1,2000000497983,1,AED,1113,14%,48,app,
2025-08-15,2025-08-15 19:26:32,CUST000000171370,658925,2,2000000083834,3,AED,175,1%,63,app,
2025-08-15,2025-08-15 21:41:01,CUST000000172802,658926,1,2000000180458,Two,SGD,98,0%,24,web,FEST20
2025-08-15,2025-08-15 21:41:01,CUST000000172802,658926,2,2000000478524,1,SGD,92,16%,10,web,FEST20
2025-08-15,2025-08-15 21:41:01,CUST000000172802,658926,3,2000000165509,1,SGD,18,0%,3,web,FEST20
2025-08-15,2025-08-15 02:54:44,CUST000000186951,658927,1,2000000077673,1,CAD,61,0%,4,web,FEST20
2025-08-15,2025-08-15 02:54:44,CUST000000186951,658927,2,2000000466842,1,CAD,11,13%,2,web,FEST20
2025-08-15,2025-08-15 02:54:44,CUST000000186951,658927,3,2000000087214,1,CAD,32,0%,4,web,FEST20
2025-08-15,2025-08-15 07:52:54,CUST000000116337,658928,1,2000000400617,1,INR,2191,15%,336,web,
2025-08-15,2025-08-15 10:39:01,CUST000000002097,658929,1,2000000327471,1,INR,14305,11%,639,web,NEW10
2025-08-15,2025-08-15 15:54:36,CUST000000101416,658930,1,2000000147383,1,GBP,62,10%,7,app,PRIME5
2025-08-15,2025-08-15 14:29:47,CUST000000254710,658931,1,2000000104416,Two,INR,362,18%,72,web,
2025-08-15,2025-08-15 12:51:06,CUST000000231010,658932,1,2000000441641,1,USD,$29,1%,4,web,
2025-08-15,2025-08-15 16:03:40,CUST000000290787,658933,1,2000000331386,4,INR,879,5%,167,app,
2025-08-15,2025-08-15 16:03:40,CUST000000290787,658933,2,2000000429670,1,INR,1363,6%,154,app,
2025-08-15,2025-08-15 01:17:39,CUST000000131343,658934,1,2000000192925,1,INR,1038,12%,111,app,
2025-08-15,2025-08-15 06:06:53,CUST000000296767,658935,1,2000000464831,Two,INR,49475,0%,4948,app,FEST20
2025-08-15,2025-08-15 18:08:16,CUST000000137895,658936,1,2000000148977,1,CAD,46,8%,3,app,
2025-08-15,2025-08-15 20:09:49,CUST000000156003,658937,1,2000000374154,Two,AUD,20,5%,5,web,
2025-08-15,2025-08-15 18:40:06,CUST000000025224,658938,1,2000000498447,1,USD,$93,1%,5,app,SAVE50
2025-08-15,2025-08-15 18:40:06,CUST000000025224,658938,2,2000000179230,1,USD,$85,4%,10,app,SAVE50
2025-08-15,2025-08-15 18:40:06,CUST000000025224,658938,3,2000000140810,1,USD,$5,11%,1,app,SAVE50
2025-08-15,2025-08-15 21:51:50,CUST000000109239,658939,1,2000000445380,Two,USD,$28,18%,6,web,
2025-08-15,2025-08-15 05:34:33,CUST000000199193,658940,1,2000000083780,1,INR,368,12%,39,app,
2025-08-15,2025-08-15 05:34:33,CUST000000199193,658940,2,2000000012155,Two,INR,4677,13%,409,app,
2025-08-15,2025-08-15 05:34:33,CUST000000199193,658940,3,2000000058597,1,INR,2306,21%,218,app,
2025-08-15,2025-08-15 05:34:33,CUST000000199193,658940,4,2000000449739,1,INR,1187,20%,114,app,
2025-08-15,2025-08-15 05:34:33,CUST000000199193,658940,5,2000000007922,1,INR,93376,9%,10152,app,
2025-08-15,2025-08-15 17:01:36,CUST000000022604,658941,1,2000000378596,1,INR,488,3%,86,web,
2025-08-15,2025-08-15 17:01:36,CUST000000022604,658941,2,2000000207025,Two,INR,2801,11%,596,web,
2025-08-15,2025-08-15 17:01:36,CUST000000022604,658941,3,2000000452906,1,INR,4117,9%,448,web,
2025-08-15,2025-08-15 17:01:36,CUST000000022604,658941,4,2000000338996,1,INR,3465,10%,377,web,
2025-08-15,2025-08-15 07:37:43,CUST000000150784,658942,1,2000000321660,1,INR,2711,15%,278,web,
2025-08-15,2025-08-15 07:52:39,CUST000000118987,658943,1,2000000300085,1,GBP,24,4%,3,web,
2025-08-15,2025-08-15 07:52:39,CUST000000118987,658943,2,2000000229119,1,GBP,5,9%,1,web,
2025-08-15,2025-08-15 07:52:39,CUST000000118987,658943,3,2000000012339,1,GBP,583,2%,104,web,
2025-08-15,2025-08-15 07:52:39,CUST000000118987,658943,4,2000000281216,1,GBP,246,4%,29,web,
2025-08-15,2025-08-15 07:52:39,CUST000000118987,658943,5,2000000441474,1,GBP,23,9%,3,web,
2025-08-15,2025-08-15 10:46:25,CUST000000258822,658944,1,2000000203478,1,GBP,6,8%,1,web,PRIME5
2025-08-15,2025-08-15 10:46:25,CUST000000258822,658944,2,2000000046679,Two,GBP,122,0%,13,web,PRIME5
2025-08-15,2025-08-15 14:48:30,CUST000000120425,658945,1,2000000263397,Two,USD,$13,11%,2,app,
2025-08-15,2025-08-15 12:04:17,CUST000000130120,658946,1,2000000076669,Two,USD,$583,10%,53,web,
2025-08-15,2025-08-15 12:04:17,CUST000000130120,658946,2,2000000479514,1,USD,$67,4%,4,web,
2025-08-15,2025-08-15 17:50:54,CUST000000274109,658947,1,2000000321851,1,INR,1798,9%,295,web,PRIME5
2025-08-15,2025-08-15 07:32:48,CUST000000237883,658948,1,2000000264202,1,INR,367,7%,18,web,
2025-08-15,2025-08-15 07:32:48,CUST000000237883,658948,2,2000000063959,Two,INR,16008,11%,1419,web,
2025-08-15,2025-08-15 08:19:34,CUST000000114077,658949,1,2000000396699,1,AED,79,19%,8,app,FEST20
2025-08-15,2025-08-15 08:19:34,CUST000000114077,658949,2,2000000329260,1,AED,141,9%,24,app,FEST20
2025-08-15,2025-08-15 05:50:57,CUST000000179010,658950,1,2000000154206,1,INR,1615,16%,164,app,PRIME5
2025-08-15,2025-08-15 13:49:01,CUST000000024698,658951,1,2000000253756,1,INR,15484,8%,2563,app,
2025-08-15,2025-08-15 13:49:01,CUST000000024698,658951,2,2000000062679,1,INR,10797,6%,1215,app,
2025-08-15,2025-08-15 11:59:07,CUST000000014687,658952,1,2000000202068,1,INR,52992,1%,6309,app,
2025-08-15,2025-08-15 06:20:11,CUST000000227190,658953,1,2000000103891,1,CAD,406,0%,49,web,
2025-08-15,2025-08-15 06:20:11,CUST000000227190,658953,2,2000000243139,Two,CAD,34,8%,8,web,
2025-08-15,2025-08-15 06:20:11,CUST000000227190,658953,3,2000000227160,1,CAD,25,11%,2,web,
2025-08-15,2025-08-15 10:49:54,CUST000000224668,658954,1,2000000364186,1,GBP,8,8%,1,web,
2025-08-15,2025-08-15 01:18:33,CUST000000131582,658955,1,2000000290898,1,CAD,1856,7%,311,web,
2025-08-15,2025-08-15 07:18:36,CUST000000220361,658956,1,2000000458441,Two,INR,3296,11%,292,web,
2025-08-15,2025-08-15 05:03:18,CUST000000027398,658957,1,2000000310893,1,INR,16178,0%,2913,web,
2025-08-15,2025-08-15 19:27:30,CUST000000086588,658958,1,2000000442457,Two,CAD,3,1%,1,web,
2025-08-15,2025-08-15 19:27:30,CUST000000086588,658958,2,2000000099873,1,CAD,116,0%,14,web,
2025-08-15,2025-08-15 19:27:30,CUST000000086588,658958,3,2000000019017,1,CAD,101,8%,17,web,
2025-08-15,2025-08-15 19:27:30,CUST000000086588,658958,4,2000000356143,1,CAD,41,0%,5,web,
2025-08-15,2025-08-15 09:45:26,CUST000000221943,658959,1,2000000465081,1,INR,798,2%,40,web,NEW10
2025-08-15,2025-08-15 02:55:03,CUST000000056761,658960,1,2000000455327,Two,USD,$9,9%,2,app,FEST20
2025-08-15,2025-08-15 02:55:03,CUST000000056761,658960,2,2000000495514,1,USD,$19,0%,1,app,FEST20
2025-08-15,2025-08-15 02:25:06,CUST000000182331,658961,1,2000000485362,Two,SGD,224,4%,52,app,FEST20
2025-08-15,2025-08-15 00:43:03,CUST000000278335,658962,1,2000000129907,1,AUD,91,6%,5,app,
2025-08-15,2025-08-15 00:43:03,CUST000000278335,658962,2,2000000043463,1,AUD,15,8%,3,app,
2025-08-15,2025-08-15 06:07:56,CUST000000016547,658963,1,2000000225425,1,USD,$12,6%,1,app,
2025-08-15,2025-08-15 22:01:24,CUST000000294962,658964,1,2000000170947,1,INR,5194,0%,935,app,
2025-08-15,2025-08-15 11:16:00,CUST000000003960,658965,1,2000000240596,1,INR,1305,15%,200,web,
2025-08-15,2025-08-15 11:16:00,CUST000000003960,658965,2,2000000069739,1,INR,4964,7%,555,web,
2025-08-15,2025-08-15 11:16:00,CUST000000003960,658965,3,2000000076393,3,INR,4716,12%,1487,web,
2025-08-15,2025-08-15 11:16:00,CUST000000003960,658965,4,2000000088358,1,INR,9873,7%,1655,web,
2025-08-15,2025-08-15 11:16:00,CUST000000003960,658965,5,2000000074146,Two,INR,7086,11%,1508,web,
2025-08-15,2025-08-15 13:44:34,CUST000000191207,658966,1,2000000436012,1,GBP,1103,19%,108,web,
2025-08-15,2025-08-15 19:39:41,CUST000000142723,658967,1,2000000483047,1,INR,47143,4%,2265,app,
2025-08-15,2025-08-15 00:33:43,CUST000000075886,658968,1,2000000015187,Two,USD,$21,0%,6,app,
2025-08-15,2025-08-15 00:33:43,CUST000000075886,658968,2,2000000204437,Two,USD,$62,4%,15,app,
2025-08-15,2025-08-15 21:37:52,CUST000000068895,658969,1,2000000285238,Two,GBP,498,11%,107,app,PRIME5
2025-08-15,2025-08-15 00:35:01,CUST000000227796,658970,1,2000000065014,1,AED,28,10%,4,web,FEST20
2025-08-15,2025-08-15 00:35:01,CUST000000227796,658970,2,2000000347684,1,AED,95,12%,16,web,FEST20
2025-08-15,2025-08-15 00:35:01,CUST000000227796,658970,3,2000000388700,1,AED,38,11%,2,web,FEST20
2025-08-15,2025-08-15 00:35:01,CUST000000227796,658970,4,2000000144962,1,AED,228,2%,41,web,FEST20
2025-08-15,2025-08-15 08:12:43,CUST000000256027,658971,1,2000000406695,1,SGD,72,8%,4,app,
2025-08-15,2025-08-15 08:12:43,CUST000000256027,658971,2,2000000313122,1,SGD,804,9%,37,app,
2025-08-15,2025-08-15 08:12:43,CUST000000256027,658971,3,2000000348131,1,SGD,1112,6%,126,app,
2025-08-15,2025-08-15 02:08:40,CUST000000209386,658972,1,2000000403151,1,GBP,100,30%,4,app,FEST20
2025-08-15,2025-08-15 07:56:13,CUST000000048784,658973,1,2000000247397,1,INR,3055,11%,137,web,
2025-08-15,2025-08-15 07:56:13,CUST000000048784,658973,2,2000000447995,1,INR,2254,18%,222,web,
2025-08-15,2025-08-15 07:56:13,CUST000000048784,658973,3,2000000250045,1,INR,272,8%,31,web,
2025-08-15,2025-08-15 07:56:13,CUST000000048784,658973,4,2000000223018,Two,INR,2893,1%,689,web,
2025-08-15,2025-08-15 15:42:49,CUST000000281791,658974,1,2000000205946,3,INR,8997,28%,2323,app,
2025-08-15,2025-08-15 05:54:24,CUST000000063017,658975,1,2000000210889,3,GBP,2,11%,1,app,NEW10
2025-08-15,2025-08-15 09:43:46,CUST000000148988,658976,1,2000000278933,Two,INR,17078,0%,4099,web,
2025-08-15,2025-08-15 19:18:01,CUST000000079240,658977,1,2000000436340,1,INR,1065,8%,176,app,
2025-08-15,2025-08-15 19:18:01,CUST000000079240,658977,2,2000000402857,1,INR,45968,0%,5517,app,
2025-08-15,2025-08-15 22:12:15,CUST000000104931,658978,1,2000000410180,Two,INR,24083,10%,5180,web,SAVE50
2025-08-15,2025-08-15 22:41:20,CUST000000203949,658979,1,2000000323664,Two,AED,67,15%,21,web,
2025-08-15,2025-08-15 22:41:20,CUST000000203949,658979,2,2000000340999,Two,AED,62,10%,6,web,
2025-08-15,2025-08-15 00:16:45,CUST000000173004,658980,1,2000000127699,1,GBP,18,15%,1,app,
2025-08-15,2025-08-15 00:16:45,CUST000000173004,658980,2,2000000431147,1,GBP,46,5%,3,app,
2025-08-15,2025-08-15 01:52:22,CUST000000129801,658981,1,2000000473871,Two,INR,112550,10%,24321,app,
2025-08-15,2025-08-15 01:52:22,CUST000000129801,658981,2,2000000159119,1,INR,3422,8%,378,app,
2025-08-15,2025-08-15 01:52:22,CUST000000129801,658981,3,2000000115290,1,INR,35317,6%,1667,app,
2025-08-15,2025-08-15 18:17:11,CUST000000035930,658982,1,2000000401614,1,AUD,30,9%,2,app,
2025-08-15,2025-08-15 18:17:11,CUST000000035930,658982,2,2000000257945,1,AUD,8,0%,2,app,
2025-08-15,2025-08-15 18:17:11,CUST000000035930,658982,3,2000000490267,1,AUD,2011,0%,101,app,
2025-08-15,2025-08-15 18:17:11,CUST000000035930,658982,4,2000000059679,1,AUD,60,5%,7,app,
2025-08-15,2025-08-15 17:45:30,CUST000000128232,658983,1,2000000131450,Two,INR,1738,6%,164,web,FEST20
2025-08-15,2025-08-15 15:45:47,CUST000000162921,658984,1,2000000186450,1,INR,70804,14%,7333,app,
2025-08-15,2025-08-15 06:41:47,CUST000000236099,658985,1,2000000200774,1,USD,$18,16%,2,app,
2025-08-15,2025-08-15 09:12:03,CUST000000051068,658986,1,2000000459585,1,GBP,604,9%,67,web,PRIME5
