dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-06,2025-08-06 09:02:38,CUST000000235706,649300,1,2000000010861,1,INR,4296,7%,479,app,
2025-08-06,2025-08-06 09:02:38,CUST000000235706,649300,2,2000000051079,1,INR,13854,10%,626,app,
2025-08-06,2025-08-06 20:23:34,CUST000000009531,649301,1,2000000421452,1,INR,2734,10%,296,app,
2025-08-06,2025-08-06 20:23:34,CUST000000009531,649301,2,2000000067933,1,INR,1662,0%,84,app,
2025-08-06,2025-08-06 22:41:06,CUST000000296139,649302,1,2000000042084,1,INR,306,0%,37,app,FEST20
2025-08-06,2025-08-06 22:41:06,CUST000000296139,649302,2,2000000121611,1,INR,34315,10%,5589,app,FEST20
2025-08-06,2025-08-06 06:08:33,CUST000000100433,649303,1,2000000160290,1,INR,45874,5%,5231,app,
2025-08-06,2025-08-06 06:08:33,CUST000000100433,649303,2,2000000296340,1,INR,73374,12%,7756,app,
2025-08-06,2025-08-06 06:08:33,CUST000000100433,649303,3,2000000180786,1,INR,12356,0%,1483,app,
2025-08-06,2025-08-06 02:27:10,CUST000000289451,649304,1,2000000064420,1,AED,2694,15%,276,app,FEST20
2025-08-06,2025-08-06 16:51:28,CUST000000122441,649305,1,2000000150413,Two,SGD,9,0%,3,web,
2025-08-06,2025-08-06 16:51:28,CUST000000122441,649305,2,2000000020211,Two,SGD,15,13%,4,web,
2025-08-06,2025-08-06 16:51:28,CUST000000122441,649305,3,2000000186122,1,SGD,36,12%,2,web,
2025-08-06,2025-08-06 23:27:50,CUST000000054903,649306,1,2000000176437,Two,INR,34066,13%,7142,app,
2025-08-06,2025-08-06 02:27:38,CUST000000165255,649307,1,2000000420882,Two,INR,3282,7%,1097,app,NEW10
2025-08-06,2025-08-06 02:27:38,CUST000000165255,649307,2,2000000303673,3,INR,963,2%,143,app,NEW10
2025-08-06,2025-08-06 05:38:19,CUST000000255525,649308,1,2000000374482,1,INR,3135,17%,471,app,NEW10
2025-08-06,2025-08-06 06:39:42,CUST000000133443,649309,1,2000000400068,1,INR,3616,0%,181,app,SAVE50
2025-08-06,2025-08-06 06:39:42,CUST000000133443,649309,2,2000000149752,Two,INR,4062,0%,1463,app,SAVE50
2025-08-06,2025-08-06 01:22:49,CUST000000094408,649310,1,2000000348964,3,INR,2860,0%,430,app,
2025-08-06,2025-08-06 01:22:49,CUST000000094408,649310,2,2000000156828,1,INR,473,17%,48,app,
2025-08-06,2025-08-06 05:42:10,CUST000000275436,649311,1,2000000079431,Two,INR,798,29%,136,app,
2025-08-06,2025-08-06 05:42:10,CUST000000275436,649311,2,2000000187235,1,INR,2809,11%,126,app,
2025-08-06,2025-08-06 14:38:27,CUST000000057901,649312,1,2000000388908,1,USD,$18,0%,3,app,
2025-08-06,2025-08-06 14:38:27,CUST000000057901,649312,2,2000000226675,1,USD,$737,4%,36,app,
2025-08-06,2025-08-06 14:38:27,CUST000000057901,649312,3,2000000298597,1,USD,$21,1%,4,app,
2025-08-06,2025-08-06 14:38:27,CUST000000057901,649312,4,2000000285788,1,USD,$78,0%,4,app,
2025-08-06,2025-08-06 14:38:27,CUST000000057901,649312,5,2000000159874,1,USD,$78,10%,4,app,
2025-08-06,2025-08-06 07:28:41,CUST000000136921,649313,1,2000000303581,1,AUD,673,3%,79,app,
2025-08-06,2025-08-06 07:51:44,CUST000000286410,649314,1,2000000012773,1,INR,44012,14%,4549,app,SAVE50
2025-08-06,2025-08-06 06:10:03,CUST000000034775,649315,1,2000000396347,1,USD,$1198,12%,191,web,NEW10
2025-08-06,2025-08-06 17:02:59,CUST000000149208,649316,1,2000000079363,1,GBP,135,13%,22,web,PRIME5
2025-08-06,2025-08-06 08:27:11,CUST000000176640,649317,1,2000000413907,1,INR,2033,10%,221,web,
2025-08-06,2025-08-06 08:27:11,CUST000000176640,649317,2,2000000498980,3,INR,5066,16%,2299,web,
2025-08-06,2025-08-06 08:27:11,CUST000000176640,649317,3,2000000281230,1,INR,4869,11%,780,web,
2025-08-06,2025-08-06 11:04:27,CUST000000181550,649318,1,2000000156972,1,INR,1682,8%,187,app,FEST20
