dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-09-04,2025-09-04 00:07:42,CUST000000055707,682715,1,2000000101262,1,INR,5084,18%,209,app,
2025-09-04,2025-09-04 22:23:45,CUST000000127658,682716,1,2000000344300,1,GBP,74,5%,9,app,
2025-09-04,2025-09-04 22:32:26,CUST000000258269,682717,1,2000000146249,1,INR,1083,10%,49,app,
2025-09-04,2025-09-04 10:51:15,CUST000000090929,682718,1,2000000375694,Two,INR,79191,8%,7315,app,
2025-09-04,2025-09-04 09:14:07,CUST000000278750,682719,1,2000000316154,1,AUD,6,10%,1,app,FEST20
2025-09-04,2025-09-04 11:16:44,CUST000000242288,682720,1,2000000280424,1,USD,$10,14%,2,web,
2025-09-04,2025-09-04 11:16:44,CUST000000242288,682720,2,2000000312583,Two,USD,$108,0%,11,web,
2025-09-04,2025-09-04 11:16:44,CUST000000242288,682720,3,2000000038384,1,USD,$70,5%,4,web,
2025-09-04,2025-09-04 08:11:59,CUST000000089652,682721,1,2000000242170,Two,INR,570,7%,128,app,
2025-09-04,2025-09-04 08:11:59,CUST000000089652,682721,2,2000000345239,Two,INR,5222,7%,1160,app,
2025-09-04,2025-09-04 08:11:59,CUST000000089652,682721,3,2000000205564,1,INR,8792,14%,912,app,
2025-09-04,2025-09-04 04:33:30,CUST000000045700,682722,1,2000000086316,1,SGD,53,15%,6,app,FEST20
2025-09-04,2025-09-04 04:33:30,CUST000000045700,682722,2,2000000031736,1,SGD,965,11%,104,app,FEST20
2025-09-04,2025-09-04 04:33:30,CUST000000045700,682722,3,2000000311388,1,SGD,1636,20%,66,app,FEST20
2025-09-04,2025-09-04 04:33:30,CUST000000045700,682722,4,2000000303697,1,SGD,179,14%,19,app,FEST20
2025-09-04,2025-09-04 06:28:07,CUST000000236662,682723,1,2000000490298,Two,CAD,52,10%,18,app,
2025-09-04,2025-09-04 06:28:07,CUST000000236662,682723,2,2000000464879,3,CAD,158,0%,24,app,
2025-09-04,2025-09-04 06:28:07,CUST000000236662,682723,3,2000000219691,3,CAD,13,11%,5,app,
2025-09-04,2025-09-04 06:28:07,CUST000000236662,682723,4,2000000311579,1,CAD,217,19%,22,app,
2025-09-04,2025-09-04 15:47:10,CUST000000128876,682724,1,2000000281612,1,INR,1207,7%,135,web,
2025-09-04,2025-09-04 15:47:10,CUST000000128876,682724,2,2000000253787,1,INR,36701,8%,4050,web,
2025-09-04,2025-09-04 15:47:10,CUST000000128876,682724,3,2000000300450,1,INR,499,5%,86,web,
2025-09-04,2025-09-04 15:47:10,CUST000000128876,682724,4,2000000248530,1,INR,1879,9%,206,web,
2025-09-04,2025-09-04 19:05:05,CUST000000053344,682725,1,2000000042664,1,INR,693,21%,66,web,
2025-09-04,2025-09-04 06:42:20,CUST000000058261,682726,1,2000000028415,1,INR,7153,1%,853,app,
2025-09-04,2025-09-04 21:54:38,CUST000000218294,682727,1,2000000106052,3,INR,15747,19%,4607,app,
2025-09-04,2025-09-04 21:54:38,CUST000000218294,682727,2,2000000322193,Two,INR,13877,16%,2788,app,
2025-09-04,2025-09-04 21:54:38,CUST000000218294,682727,3,2000000172927,1,INR,365,2%,44,app,
2025-09-04,2025-09-04 17:42:23,CUST000000239972,682728,1,2000000067377,1,INR,8789,0%,1583,app,
2025-09-04,2025-09-04 06:39:37,CUST000000268436,682729,1,2000000260181,1,INR,4765,11%,510,web,
2025-09-04,2025-09-04 06:39:37,CUST000000268436,682729,2,2000000235455,3,INR,13875,13%,4351,web,
2025-09-04,2025-09-04 15:36:16,CUST000000081525,682730,1,2000000306315,3,GBP,10,11%,6,web,
2025-09-04,2025-09-04 15:36:16,CUST000000081525,682730,2,2000000395098,1,GBP,6,0%,2,web,
2025-09-04,2025-09-04 02:52:35,CUST000000121626,682731,1,2000000480664,1,USD,$17,7%,3,app,
2025-09-04,2025-09-04 09:41:42,CUST000000017997,682732,1,2000000000046,1,SGD,77,0%,4,web,
2025-09-04,2025-09-04 09:41:42,CUST000000017997,682732,2,2000000044187,1,SGD,393,4%,19,web,
2025-09-04,2025-09-04 11:22:51,CUST000000101191,682733,1,2000000310589,1,AUD,101,10%,11,web,
2025-09-04,2025-09-04 17:38:24,CUST000000210564,682734,1,2000000366777,1,AUD,79,0%,4,web,NEW10
2025-09-04,2025-09-04 21:19:04,CUST000000029972,682735,1,2000000174075,1,INR,6602,5%,756,app,PRIME5
2025-09-04,2025-09-04 21:19:04,CUST000000029972,682735,2,2000000176048,1,INR,57108,6%,2693,app,PRIME5
