dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-09-09,2025-09-09 19:27:21,CUST000000243984,687705,1,2000000036182,1,INR,646,11%,29,app,SAVE50
2025-09-09,2025-09-09 17:49:15,CUST000000089964,687706,1,2000000158907,1,AED,49,18%,5,web,
2025-09-09,2025-09-09 10:05:50,CUST000000065703,687707,1,2000000350066,3,CAD,713,0%,108,web,NEW10
2025-09-09,2025-09-09 21:25:06,CUST000000237980,687708,1,2000000296883,1,INR,553,8%,62,web,
2025-09-09,2025-09-09 20:57:14,CUST000000012283,687709,1,2000000179414,1,GBP,84,9%,4,app,
2025-09-09,2025-09-09 18:26:33,CUST000000037601,687710,1,2000000173658,1,SGD,172,2%,21,web,PRIME5
2025-09-09,2025-09-09 19:27:14,CUST000000132935,687711,1,2000000027692,1,GBP,11,3%,2,web,
2025-09-09,2025-09-09 19:27:14,CUST000000132935,687711,2,2000000104591,1,GBP,607,7%,68,web,
2025-09-09,2025-09-09 01:58:34,CUST000000045744,687712,1,2000000326146,1,INR,647,20%,62,app,
2025-09-09,2025-09-09 23:24:25,CUST000000189156,687713,1,2000000070766,1,CAD,37,18%,4,app,
2025-09-09,2025-09-09 17:37:43,CUST000000086076,687714,1,2000000111995,1,GBP,32,16%,4,web,
2025-09-09,2025-09-09 17:37:43,CUST000000086076,687714,2,2000000011875,1,GBP,56,2%,10,web,
2025-09-09,2025-09-09 03:07:53,CUST000000142906,687715,1,2000000233406,1,USD,$1186,3%,58,app,
2025-09-09,2025-09-09 23:07:31,CUST000000127424,687716,1,2000000296111,1,INR,50563,12%,8027,app,
2025-09-09,2025-09-09 23:07:31,CUST000000127424,687716,2,2000000017501,Two,INR,1341,14%,277,app,
2025-09-09,2025-09-09 23:07:31,CUST000000127424,687716,3,2000000008585,Two,INR,4052,10%,875,app,
2025-09-09,2025-09-09 00:44:43,CUST000000180278,687717,1,2000000344102,1,INR,7551,7%,353,web,
2025-09-09,2025-09-09 00:44:43,CUST000000180278,687717,2,2000000013220,1,INR,2876,0%,346,web,
2025-09-09,2025-09-09 23:42:16,CUST000000048826,687718,1,2000000036946,1,INR,9735,13%,423,app,NEW10
2025-09-09,2025-09-09 23:42:16,CUST000000048826,687718,2,2000000071114,1,INR,649,0%,33,app,NEW10
2025-09-09,2025-09-09 18:41:40,CUST000000158479,687719,1,2000000368061,1,AED,14,12%,1,app,FEST20
2025-09-09,2025-09-09 10:17:48,CUST000000152869,687720,1,2000000263779,1,INR,1656,0%,83,app,
2025-09-09,2025-09-09 13:29:05,CUST000000011035,687721,1,2000000485508,1,USD,$13,0%,1,app,
2025-09-09,2025-09-09 13:29:05,CUST000000011035,687721,2,2000000196534,1,USD,$9,13%,1,app,
2025-09-09,2025-09-09 13:29:05,CUST000000011035,687721,3,2000000030524,1,USD,$6,11%,2,app,
2025-09-09,2025-09-09 20:37:39,CUST000000138884,687722,1,2000000363615,1,INR,5211,3%,915,app,
2025-09-09,2025-09-09 20:37:39,CUST000000138884,687722,2,2000000097244,1,INR,102569,6%,11540,app,
2025-09-09,2025-09-09 21:58:38,CUST000000032502,687723,1,2000000220598,1,CAD,4,22%,1,web,
